gender,nationality,age,education_level,education_field,marital_status,family_residence,region,department,contract_type,employment_type,employee_status,job_level,job_title,performance_rating,remote_status,business_trips,hours_worked,overtime_hours,hourly_rate,weekly_earnings,bonus,percent_salary_hike,annual_bonus,tenure_years,work-life_balance,distance_from_home
Male,Saudi,30,High School,Business,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,3,Remote,Travels often,40.642,1.011,16.178,702.718,0.0,0.167,0.0,15.742,3.305,12.469
Female,Saudi,31,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,On Site,Travels rarely,40.102,8.949,14.026,556.646,0.12,0.0,4305.874,15.891,2.877,21.639
Male,Saudi,47,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Manager,3,Remote,Travels rarely,21.003,1.941,16.89,319.093,0.189,0.095,4378.893,14.783,3.907,20.052
Male,Saudi,23,High School,Humanities,Unmarried,Within district,Khobar,Finance,Permanent,PartTime,Active,L3,Analyst,3,Hybrid,Travels often,17.637,1.675,24.091,1466.729,0.0,0.097,0.0,18.34,1.124,14.365
Male,Saudi,34,High School,Business,Married,Within district,Alhasa,HR,Internship,PartTime,Active,L1,Sales,4,On Site,Travels often,23.286,0.987,17.626,358.787,0.0,0.2,0.0,11.142,4.819,19.041
Female,Saudi,21,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,3,Remote,Travels rarely,39.099,4.685,16.028,1281.489,0.0,0.0,0.0,18.527,3.645,12.099
Male,Saudi,19,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,3,Hybrid,Travels rarely,25.654,3.259,16.343,443.173,0.092,0.156,911.487,6.322,2.572,17.1
Female,Saudi,31,Bachelors,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,39.779,2.706,17.609,751.638,0.0,0.088,0.0,11.616,4.1,17.255
Male,Saudi,44,High School,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,2,Hybrid,Travels rarely,38.703,4.222,13.461,754.303,0.035,0.0,1375.191,8.034,4.39,12.109
Female,Saudi,27,Masters,STEM,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,20.477,3.813,16.571,436.362,0.0,0.003,0.0,17.033,3.535,21.871
Male,Expat_Arab,49,High School,Humanities,Unmarried,Other district,Dammam,HR,Internship,FullTime,Active,L1,Designer,1,Remote,Travels rarely,39.33,7.978,11.774,726.917,0.123,0.0,6691.881,10.529,3.215,10.274
Male,Saudi,32,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Manager,3,On Site,Travels rarely,40.171,0.156,25.804,2465.846,0.116,0.062,15158.087,16.881,3.927,10.759
Male,Saudi,34,High School,Social Science,Married,Within district,Khobar,HR,Internship,FullTime,Active,L1,Sales,4,On Site,Travels rarely,40.102,11.515,11.275,311.619,0.0,0.017,0.0,24.836,1.882,18.054
Male,Expat_Arab,61,High School,Social Science,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,3,On Site,Travels rarely,39.682,3.324,19.048,1019.33,0.032,0.0,2294.477,14.108,2.324,20.547
Male,Expat_Arab,56,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,4,On Site,Travels rarely,39.932,2.386,17.036,384.666,0.073,0.171,1272.536,12.244,3.113,26.469
Male,Saudi,63,Bachelors,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L5,Manager,2,On Site,Travels rarely,40.783,0.191,31.333,5930.183,0.032,0.044,11624.569,33.899,4.355,15.526
Male,Saudi,42,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,Remote,Travels rarely,40.975,2.047,14.354,504.492,0.0,0.101,0.0,6.682,3.898,22.306
Female,Saudi,32,High School,Humanities,Unmarried,Within district,Dammam,Customer Support,Permanent,PartTime,Active,L1,Manager,4,Hybrid,Travels rarely,14.252,2.566,11.723,214.63,0.182,0.18,1922.518,28.977,3.818,18.182
Female,Saudi,29,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,3,Hybrid,Travels rarely,38.798,2.364,14.507,803.075,0.21,0.134,7995.098,40.0,2.995,20.419
Female,Saudi,31,High School,STEM,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,4,Hybrid,Travels rarely,40.384,2.122,18.109,716.257,0.0,0.2,0.0,19.195,3.401,14.626
Male,Saudi,31,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.009,4.122,19.578,1060.886,0.1,0.0,7133.704,15.733,4.153,8.069
Male,Saudi,19,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Manager,2,On Site,Travels rarely,39.772,5.633,20.58,1226.634,0.0,0.048,0.0,35.142,3.178,15.025
Male,Saudi,36,High School,Social Science,Married,Within district,Dammam,HR,Internship,FullTime,Active,L3,Designer,3,Hybrid,Travels rarely,40.05,2.804,25.92,3045.34,0.003,0.056,621.255,20.093,3.631,28.323
Male,Saudi,41,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,3,On Site,Travels rarely,26.479,0.0,15.944,335.619,0.0,0.2,0.0,11.691,4.09,30.667
Male,Expat_Europe,57,High School,Business,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.671,0.02,16.224,736.514,0.067,0.017,2093.628,18.817,4.38,9.858
Male,Saudi,36,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,5,On Site,Travels rarely,40.909,0.0,18.442,874.809,0.17,0.0,5181.941,21.297,2.697,24.937
Female,Expat_Arab,33,Bachelors,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,Remote,Travels rarely,39.655,4.595,11.156,213.328,0.018,0.039,164.965,26.075,2.212,16.417
Male,Saudi,48,High School,STEM,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Analyst,4,On Site,Travels often,39.0,0.0,15.815,497.66,0.223,0.2,4161.331,16.367,4.304,16.502
Male,Expat_Arab,56,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Manager,4,On Site,Travels rarely,21.397,0.45,11.659,293.502,0.038,0.2,400.603,8.589,3.199,21.813
Male,Expat_Asia,45,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L1,Secretary,3,On Site,Travels rarely,22.252,0.0,9.606,242.696,0.029,0.0,211.982,18.114,3.594,26.288
Male,Saudi,35,High School,Social Science,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,2,Remote,Travels rarely,17.255,0.208,13.02,283.391,0.0,0.188,0.0,17.624,4.973,18.4
Male,Saudi,43,Masters,STEM,Unmarried,Other district,Dammam,IT,Zero Hours,PartTime,Active,L1,Secretary,3,Remote,Travels rarely,13.578,3.508,15.625,532.637,0.0,0.0,0.0,17.513,3.497,17.413
Male,Saudi,49,High School,Communication,Married,Within district,Khobar,HR,Permanent,PartTime,Active,L1,Secretary,3,On Site,Travels rarely,15.823,0.0,11.857,213.329,0.0,0.0,0.0,10.657,3.876,22.646
Female,Saudi,53,High School,Business,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Sales,5,Hybrid,Travels often,38.987,7.108,18.793,665.127,0.279,0.2,7463.248,26.3,3.717,13.247
Male,Expat_Arab,29,Bachelors,STEM,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,Remote,Travels rarely,41.293,7.606,16.965,1468.33,0.081,0.11,2399.101,23.353,4.518,17.897
Male,Expat_Arab,28,High School,Business,Married,Within district,Dammam,Finance,Fixed Term,FullTime,Active,L1,Designer,3,Remote,Travels rarely,41.561,9.338,13.492,584.348,0.048,0.051,2399.807,23.653,2.251,14.432
Female,Saudi,57,High School,Humanities,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,5,Hybrid,Travels rarely,41.069,5.44,13.006,676.921,0.4,0.2,5662.337,16.079,3.81,23.144
Male,Expat_Asia,28,High School,Humanities,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Secretary,4,On Site,Travels often,40.849,7.428,10.566,341.775,0.0,0.0,0.0,23.749,3.525,19.427
Female,Saudi,52,High School,Communication,Married,Other district,Dammam,HR,Internship,FullTime,Non-Active,L1,Analyst,4,Hybrid,Travels rarely,40.12,4.865,17.001,1238.417,0.175,0.157,15216.498,16.778,4.189,25.975
Male,Saudi,38,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.495,3.667,8.718,685.954,0.15,0.164,3209.183,9.747,4.975,21.379
Female,Saudi,51,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,1,On Site,Travels often,38.053,0.282,11.012,343.877,0.0,0.067,0.0,15.103,3.179,25.064
Male,Saudi,25,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,On Site,Travels often,39.528,3.761,14.064,716.453,0.0,0.027,0.0,14.717,4.135,15.06
Female,Saudi,39,High School,STEM,Married,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Media,4,On Site,Travels rarely,21.613,2.854,14.844,240.751,0.005,0.194,83.313,13.799,4.417,27.96
Female,Saudi,35,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Designer,3,Remote,Travels rarely,41.512,11.495,18.572,711.865,0.129,0.0,4327.399,8.913,4.12,18.322
Male,Expat_Arab,23,Bachelors,Humanities,Unmarried,Within district,Jeddah,HR,Fixed Term,FullTime,Non-Active,L1,Manager,3,On Site,Travels rarely,39.424,1.749,12.944,801.128,0.022,0.0,846.844,7.539,4.093,21.876
Male,Saudi,40,Bachelors,STEM,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Manager,4,Hybrid,Travels rarely,25.649,1.446,21.046,805.654,0.0,0.2,0.0,11.457,3.575,21.672
Male,Saudi,28,High School,Humanities,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.299,4.254,11.431,619.562,0.0,0.043,0.0,11.212,3.341,24.186
Female,Saudi,32,High School,STEM,Married,Within district,Dammam,IT,Permanent,PartTime,Active,L1,Manager,2,Hybrid,Travels rarely,24.032,0.115,16.976,361.41,0.082,0.044,775.444,20.125,1.961,16.923
Male,Saudi,42,High School,Business,Married,Other district,Khobar,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.032,3.443,16.377,998.118,0.202,0.049,7948.878,16.602,3.035,13.972
Female,Saudi,46,High School,STEM,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,4,On Site,Travels rarely,39.285,5.999,17.118,577.955,0.126,0.149,4586.778,22.058,3.909,19.615
Female,Saudi,20,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L4,Sales,2,On Site,Travels often,40.218,7.959,27.124,2997.306,0.091,0.0,25277.158,12.048,2.08,11.631
Female,Saudi,49,High School,STEM,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,18.367,1.328,14.282,204.723,0.0,0.042,0.0,21.326,3.038,21.2
Male,Saudi,25,High School,STEM,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,1,Remote,Travels rarely,41.154,5.191,16.973,1174.15,0.323,0.088,18704.358,16.321,4.435,9.13
Male,Saudi,50,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,1,Hybrid,Travels rarely,40.694,11.26,17.501,405.879,0.249,0.0,2311.562,17.629,3.323,13.587
Male,Saudi,42,Bachelors,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3,Remote,Travels rarely,40.751,1.445,11.699,428.866,0.01,0.179,121.112,21.801,3.466,16.204
Female,Saudi,38,High School,Social Science,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Designer,1,Hybrid,Travels rarely,20.082,1.286,16.434,236.88,0.0,0.022,0.0,10.642,4.208,23.972
Male,Saudi,42,Bachelors,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,4,On Site,Travels rarely,41.248,4.308,12.008,471.493,0.0,0.008,0.0,8.826,2.959,12.821
Male,Expat_Europe,45,High School,STEM,Married,Within district,Khobar,HR,Internship,FullTime,Non-Active,L2,Designer,3,On Site,Travels rarely,40.555,6.97,20.165,1481.572,0.048,0.0,15821.774,16.824,1.848,25.311
Male,Saudi,39,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,On Site,Travels rarely,38.608,7.946,14.437,1222.698,0.032,0.0,2007.208,16.051,2.566,27.698
Male,Expat_Arab,41,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Secretary,3,Remote,Travels rarely,39.216,2.575,12.175,366.908,0.055,0.099,2512.495,27.263,2.825,14.303
Male,Expat_US,55,High School,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,4,Hybrid,Travels rarely,39.296,3.981,13.968,550.874,0.105,0.2,1810.882,9.179,5.0,24.368
Male,Saudi,47,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,Hybrid,Travels often,39.399,9.208,16.432,669.695,0.099,0.188,3319.081,6.05,3.748,31.75
Male,Saudi,47,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Media,3,On Site,Travels rarely,22.03,0.031,14.976,499.818,0.047,0.0,1379.616,14.544,4.235,18.118
Female,Saudi,45,PhD,STEM,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,4,On Site,Travels rarely,18.663,0.0,19.953,607.986,0.159,0.2,6433.635,15.164,3.176,15.816
Male,Saudi,39,Bachelors,Humanities,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,3,Hybrid,Travels rarely,21.443,0.0,14.974,402.048,0.0,0.0,0.0,14.745,2.041,11.65
Male,Saudi,61,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Sales,3,Hybrid,Travels rarely,39.926,12.983,12.272,216.591,0.301,0.2,6351.016,9.511,3.235,22.474
Male,Saudi,28,Bachelors,Social Science,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.867,7.243,15.228,1011.319,0.0,0.0,0.0,15.727,4.139,24.127
Male,Expat_Asia,66,High School,STEM,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.72,5.036,18.769,1741.002,0.286,0.199,24875.438,17.564,3.179,18.019
Male,Saudi,52,Bachelors,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,2,On Site,Travels rarely,38.339,3.785,14.09,704.597,0.0,0.122,0.0,14.604,4.421,27.917
Male,Saudi,57,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,4,Hybrid,Travels rarely,41.107,7.627,15.475,880.86,0.0,0.18,0.0,20.116,4.602,18.196
Male,Saudi,47,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Media,2,Hybrid,Travels rarely,16.558,0.318,12.072,152.851,0.0,0.0,0.0,14.943,4.72,37.123
Female,Expat_Arab,54,High School,STEM,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Sales,4,Hybrid,Travels rarely,20.167,1.554,21.457,592.912,0.278,0.155,8548.712,4.594,3.07,13.88
Male,Saudi,38,Masters,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Sales,4,Hybrid,Travels often,40.254,0.004,14.57,696.589,0.069,0.0,2426.264,7.164,3.975,17.737
Male,Expat_Asia,55,High School,Humanities,Unmarried,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Designer,3,On Site,Travels rarely,17.597,2.237,10.369,218.602,0.108,0.2,1033.006,35.872,3.955,16.982
Male,Expat_Arab,32,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,On Site,Travels often,39.197,1.028,12.337,570.043,0.0,0.0,0.0,21.45,4.234,22.203
Male,Saudi,48,High School,Communication,Unmarried,Other district,Dammam,HR,Internship,PartTime,Active,L1,Manager,3,Hybrid,Travels often,21.752,1.058,12.659,260.516,0.2,0.192,1380.498,24.451,4.758,19.099
Male,Saudi,60,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,4,On Site,Travels rarely,41.148,1.899,13.28,674.695,0.249,0.0,12660.188,8.557,4.032,36.55
Female,Saudi,36,High School,Business,Unmarried,Other district,Khobar,HR,Permanent,FullTime,Non-Active,L1,Designer,4,On Site,Travels often,39.559,8.238,13.619,533.14,0.0,0.032,0.0,8.99,2.795,18.682
Male,Expat_Asia,22,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Secretary,3,On Site,Travels rarely,37.627,0.37,14.089,460.206,0.24,0.2,7128.451,14.58,3.289,18.61
Male,Expat_US,29,High School,Social Science,Unmarried,Within district,Khobar,HR,Fixed Term,FullTime,Active,L1,Media,3,On Site,Travels rarely,42.447,3.514,12.088,996.855,0.0,0.112,0.0,17.642,3.178,11.785
Male,Expat_Arab,35,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L5,Manager,3,On Site,Travels often,40.127,2.842,37.038,8390.046,0.0,0.0,0.0,17.694,3.581,22.8
Male,Saudi,29,High School,Social Science,Married,Other district,Dammam,HR,Fixed Term,FullTime,Active,L4,Secretary,1,On Site,Travels rarely,42.191,0.011,27.19,1809.216,0.0,0.0,0.0,19.19,5.0,18.228
Male,Saudi,27,High School,STEM,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Sales,3,Hybrid,Travels rarely,40.165,3.289,14.801,627.403,0.058,0.123,1210.315,19.992,3.887,12.369
Female,Saudi,33,PhD,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Media,4,On Site,Travels rarely,39.39,6.518,11.915,433.516,0.099,0.2,1063.766,12.16,3.464,16.71
Male,Saudi,58,High School,Social Science,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Designer,3,On Site,Travels rarely,38.995,0.0,13.358,415.608,0.161,0.046,2022.804,7.779,2.973,17.74
Male,Saudi,49,High School,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,3,On Site,Travels often,40.291,5.975,9.0,406.196,0.181,0.092,7643.181,14.384,4.132,31.465
Female,Expat_Arab,25,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L3,Media,4,Hybrid,Travels rarely,23.128,3.777,18.542,481.539,0.0,0.2,0.0,7.335,4.345,25.864
Male,Saudi,50,High School,Humanities,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Media,3,Hybrid,Travels rarely,40.182,8.936,13.148,621.297,0.256,0.0,8008.506,6.1,3.732,14.841
Male,Saudi,21,High School,Communication,Unmarried,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Analyst,5,Hybrid,Travels rarely,21.019,0.0,12.233,268.337,0.0,0.0,0.0,14.901,3.539,29.552
Male,Saudi,46,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,3,Remote,Travels often,40.309,2.585,15.77,361.587,0.0,0.0,0.0,13.275,3.271,32.106
Female,Saudi,36,High School,Communication,Married,Within district,Dammam,HR,Zero Hours,FullTime,Active,L1,Media,5,Hybrid,Travels often,42.044,3.15,15.222,469.76,0.372,0.134,8975.0,23.13,3.397,9.549
Female,Expat_Arab,33,High School,Humanities,Unmarried,Within district,Dammam,IT,Permanent,PartTime,Active,L1,Manager,4,Hybrid,Travels rarely,20.681,3.024,11.905,300.593,0.219,0.115,2076.522,8.687,4.211,22.368
Male,Saudi,32,High School,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L3,Media,3,On Site,Travels often,40.658,2.037,24.705,2003.274,0.103,0.0,18402.234,25.68,3.37,19.753
Female,Saudi,33,High School,STEM,Married,Other district,Dammam,HR,Zero Hours,FullTime,Active,L2,Media,3,Hybrid,Travels often,40.518,11.463,19.054,1314.706,0.124,0.0,11673.014,23.98,3.481,14.094
Female,Saudi,33,High School,Business,Married,Within district,Dammam,IT,Zero Hours,FullTime,Active,L1,Designer,3,On Site,Travels rarely,38.745,6.919,17.081,383.463,0.0,0.15,0.0,13.228,3.206,21.584
Male,Saudi,41,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,37.82,9.71,11.732,568.972,0.164,0.033,3858.337,15.465,3.876,17.661
Male,Saudi,18,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,Hybrid,Travels often,40.943,3.64,19.283,988.201,0.231,0.083,13266.882,22.123,2.684,15.679
Female,Saudi,34,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Manager,3,On Site,Travels rarely,22.182,1.759,14.274,354.779,0.099,0.2,459.319,22.818,4.04,17.74
Male,Saudi,44,High School,Social Science,Unmarried,Other district,Dammam,HR,Internship,FullTime,Active,L1,Designer,3,On Site,Travels rarely,38.13,2.649,14.463,900.951,0.065,0.0,1661.904,15.885,4.016,13.99
Male,Saudi,47,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Media,5,Hybrid,Travels often,19.52,1.202,16.782,311.716,0.024,0.2,285.053,9.822,3.703,14.491
Male,Saudi,24,High School,Social Science,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,4,On Site,Travels often,40.292,10.281,12.338,789.739,0.317,0.0,21898.873,6.033,4.204,25.214
Male,Saudi,23,High School,Business,Married,Other district,Dammam,Finance,Fixed Term,FullTime,Active,L1,Designer,4,On Site,Travels rarely,38.594,10.435,16.312,877.35,0.355,0.108,7495.787,8.305,2.648,16.5
Male,Expat_Arab,32,Bachelors,Communication,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,Hybrid,Travels often,40.199,4.146,13.788,395.953,0.0,0.0,0.0,22.41,2.573,9.507
Male,Saudi,43,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,4,Remote,Travels rarely,39.549,6.899,10.089,470.975,0.156,0.0,5811.25,17.407,3.2,14.194
Male,Expat_Arab,55,High School,Business,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,3,On Site,Travels rarely,39.654,4.919,15.716,987.373,0.0,0.0,0.0,11.41,3.715,13.997
Male,Saudi,30,High School,Communication,Married,Other district,Dammam,Finance,Internship,FullTime,Active,L1,Analyst,1,On Site,Travels rarely,40.731,3.402,11.854,659.441,0.0,0.0,0.0,12.016,2.852,13.254
Male,Expat_Arab,60,High School,Communication,Married,Within district,Alhasa,HR,Permanent,PartTime,Active,L1,Designer,5,On Site,Travels rarely,23.751,1.05,13.417,523.141,0.0,0.19,0.0,23.217,3.22,17.864
Male,Saudi,25,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,Hybrid,Travels often,16.264,3.842,14.501,166.285,0.164,0.097,1356.728,19.499,4.668,25.727
Female,Saudi,32,High School,Humanities,Married,Other district,Dammam,Finance,Permanent,PartTime,Active,L1,Analyst,3,On Site,Travels rarely,15.713,3.069,12.356,111.85,0.0,0.0,0.0,7.403,3.939,11.496
Female,Expat_Asia,39,High School,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,PartTime,Active,L1,Designer,2,Hybrid,Travels rarely,22.725,0.0,15.939,552.768,0.0,0.0,0.0,12.036,4.073,19.152
Male,Expat_Arab,18,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Manager,3,Remote,Travels rarely,40.909,0.0,23.652,2272.678,0.272,0.2,41324.319,4.318,4.103,13.349
Male,Saudi,29,High School,Humanities,Married,Within district,Dammam,HR,Internship,PartTime,Active,L1,Media,4,On Site,Travels rarely,14.45,0.184,12.081,234.814,0.101,0.082,1191.788,4.65,3.874,15.499
Female,Expat_Asia,57,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Secretary,3,On Site,Travels rarely,41.811,1.364,16.682,825.981,0.317,0.11,18641.337,8.859,3.577,21.42
Male,Expat_Arab,35,Bachelors,Business,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels often,41.672,2.549,17.532,1011.004,0.0,0.116,0.0,6.066,3.664,19.297
Male,Saudi,30,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,On Site,Travels often,39.559,7.034,15.013,635.772,0.008,0.117,152.549,14.125,2.938,22.662
Male,Saudi,35,High School,Humanities,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Manager,3,Hybrid,Travels rarely,39.247,7.273,14.849,1227.993,0.0,0.027,0.0,14.262,4.527,20.011
Male,Expat_Arab,64,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Analyst,3,On Site,Travels often,40.736,3.585,22.928,1881.078,0.0,0.177,0.0,17.051,3.368,13.901
Male,Expat_Arab,31,High School,Business,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L2,Analyst,3,Hybrid,Travels rarely,24.499,2.314,15.657,401.251,0.0,0.2,0.0,17.033,4.74,11.508
Female,Saudi,23,High School,Communication,Unmarried,Other district,Dammam,HR,Fixed Term,PartTime,Active,L1,Sales,3,Hybrid,Travels rarely,22.489,0.163,13.045,502.03,0.17,0.114,3626.414,8.949,4.323,23.325
Male,Saudi,25,High School,Communication,Married,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.543,1.784,13.147,488.815,0.152,0.015,4207.264,10.225,4.121,21.99
Male,Saudi,34,High School,Humanities,Married,Other district,Riyadh,HR,Permanent,FullTime,Active,L1,Analyst,3,Hybrid,Travels rarely,41.962,7.32,10.119,445.573,0.077,0.08,1546.242,7.559,4.733,18.883
Male,Saudi,39,High School,Humanities,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Secretary,4,Hybrid,Travels rarely,40.217,3.488,12.625,238.279,0.282,0.2,3561.415,5.073,3.579,16.515
Female,Saudi,41,High School,STEM,Unmarried,Within district,Dammam,HR,Zero Hours,FullTime,Active,L1,Secretary,4,On Site,Travels often,39.445,3.97,16.162,531.584,0.053,0.146,1459.694,22.089,3.427,24.94
Male,Saudi,38,High School,Social Science,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L2,Designer,4,On Site,Travels rarely,37.748,5.637,16.188,787.877,0.0,0.2,0.0,14.567,3.694,24.478
Male,Saudi,25,Bachelors,Humanities,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,3,Hybrid,Travels often,21.29,1.674,12.265,307.077,0.274,0.0,13478.045,24.241,3.217,28.692
Male,Saudi,33,High School,Business,Married,Other district,Dammam,HR,Internship,FullTime,Active,L1,Manager,3,On Site,Travels rarely,38.773,7.055,18.696,1320.338,0.117,0.001,10944.491,13.49,2.529,18.243
Male,Expat_Arab,54,High School,Humanities,Married,Other district,Dammam,IT,Permanent,FullTime,Active,L1,Sales,2,On Site,Travels rarely,39.603,5.169,11.12,240.042,0.1,0.185,1129.515,6.39,2.184,26.396
