RESOURCE,MANAGER,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
73815,28475,118315,118463,122636,119172,126160,118467,119174,1
79092,21083,118106,118107,117941,117879,117886,19721,117880,1
80977,2942,117961,118343,118700,117905,117906,290919,117908,1
6302,17138,118114,118115,117884,117885,117913,117887,117888,1
33111,4542,117961,118225,120551,128230,302830,4673,128231,1
23921,5739,117961,118446,118684,127108,132156,118667,127110,1
31921,50319,118120,118121,117884,117879,117886,19721,117880,1
80247,3990,117961,117962,118409,120516,123107,120518,120519,1
105365,8074,117961,118300,119181,118321,117906,290919,118322,1
74754,70066,91261,118026,118202,117905,117906,290919,117908,1
39333,25293,117961,118386,123072,118784,117906,290919,118786,1
40729,770,117961,118343,119181,118451,130134,118453,118454,1
740,1443,117961,118343,120722,117905,117906,290919,117908,1
21376,4734,118887,118888,118825,120344,158101,118424,120346,1
78422,15894,117961,118052,119986,118685,126297,308574,118687,1
41314,7766,118256,118257,117945,118995,286106,292795,118997,0
18332,91213,5110,117954,118810,119899,310825,19793,119900,1
31714,15459,118169,118170,135245,259173,143905,292795,118943,1
4673,14798,117961,118386,118746,121594,126485,4673,121596,1
74540,5409,117961,118343,119993,118321,117906,290919,118322,1
4675,44062,117961,117962,118910,118321,118448,290919,118322,1
34327,8229,117961,118300,121305,118784,124402,290919,118786,1
33149,46185,118887,118888,118889,118863,307233,118398,118865,1
21915,53205,118095,118096,118008,117879,117897,19721,117880,1
82357,795,117961,118225,120551,118784,117906,290919,118786,1
33054,49509,120810,120811,121108,118422,124428,118424,118425,1
33054,4026,117961,118300,118301,118293,118302,118295,118296,1
40630,93163,118163,118164,117878,117879,117879,19721,117880,1
40848,7067,117961,118225,118403,117905,117906,290919,117908,1
39262,49696,117961,118052,120096,117905,117906,290919,117908,1
74883,5196,117961,118052,121949,118207,127292,270488,118209,1
23147,8088,117961,117962,118481,117905,117906,290919,117908,0
34924,6220,117961,118327,121645,120690,120691,290919,120692,1
278393,2892,118887,118888,118458,126078,309123,118424,126080,1
33146,53150,119062,119091,128935,118863,127778,118398,118865,1
6921,5742,117961,118327,120559,118685,279443,308574,118687,1
31015,4023,117961,118446,119064,118321,117906,290919,118322,1
23181,4118,117876,117877,117878,117879,117879,19721,117880,1
3853,4202,117961,118052,118706,118523,306404,118331,118525,1
4675,4576,117961,118327,118391,118321,235272,290919,118322,1
18072,6926,119596,119597,124266,120789,310715,118424,120791,0
81297,44062,117961,117962,118910,118784,117906,290919,118786,1
38385,70066,91261,118026,118202,117905,117906,290919,117908,1
42093,4865,117961,118343,121710,118422,300136,118424,118425,1
789,3966,117961,118343,122012,118451,130134,118453,118454,1
43323,70062,117961,118386,118746,118321,117906,290919,118322,1
28562,31427,117993,117994,117895,117896,117913,117887,117898,1
28804,6831,117961,117969,6725,122290,254248,6725,122292,1
917,5043,117961,118300,118458,120006,310997,118424,120008,1
39883,15422,117961,118052,122392,130479,209981,119784,130481,1
80164,851,117961,117962,122215,117905,117906,290919,117908,1
4675,5369,117961,118413,122007,118784,124402,290919,118786,1
45041,20380,117961,118225,118403,307024,306404,118331,118332,1
14960,91334,118084,118085,117912,117885,117913,117887,117888,1
73145,73407,117902,118041,117945,280788,280788,292795,119082,1
32270,124925,117961,118225,122273,118321,118448,290919,118322,1
42085,5030,117961,118343,120126,119433,133686,118424,119435,1
20364,20126,117961,117962,120677,120357,120678,118424,120359,1
31441,4993,117961,118343,118979,118826,134537,118424,118828,1
31613,7644,117961,118225,120383,120690,120690,290919,120692,1
36463,7804,118573,118574,118623,118995,144259,292795,118997,1
77234,16973,117961,118300,124942,117905,117906,290919,117908,1
4675,16973,117961,118300,124942,118747,126309,118453,118749,1
20331,60121,121785,121786,142145,118321,156948,290919,118322,1
33287,28253,118315,118463,123089,118259,128796,290919,118261,1
79092,25557,117961,118300,121951,128422,130134,118453,128424,1
84016,7069,117961,118386,123844,117905,240983,290919,117908,1
19744,2000,117932,117933,117878,119192,128322,119184,119194,0
15703,1938,117961,118300,118066,120988,134839,118643,120989,1
31983,13330,117961,118446,119969,120621,166884,19793,120623,1
78112,75345,118126,118237,117895,117879,117897,19721,117880,1
113728,8028,117902,117903,124948,119962,168365,118205,119964,1
4675,1080,117961,118327,118378,120618,304465,118643,120619,1
28149,28245,118315,118463,123089,118321,130219,290919,118322,1
37651,20504,118219,118220,118008,117885,117913,117887,117888,1
25682,18450,117961,118052,118821,121594,142587,4673,121596,1
87834,1903,117961,118343,118514,118321,117906,290919,118322,1
73503,4100,118290,118291,124668,119928,278266,118331,119929,1
278393,5122,117961,118300,118631,118422,153195,118424,118425,1
77949,66771,117916,118011,117920,117879,117886,19721,117880,0
16018,51165,117983,117984,117878,118568,120877,19721,118570,1
31671,18046,117961,118300,118783,118321,117906,290919,118322,1
34950,794,118752,119070,120995,118274,190697,292795,118276,1
59086,3697,117961,118327,118933,118451,130134,118453,118454,1
24016,120000,117961,118225,119136,120001,128585,118474,120003,1
4675,2631,117961,118327,120624,118784,123644,290919,118786,1
1020,7553,117961,118225,118403,118321,117906,290919,118322,1
34075,221,117961,118413,120370,118321,118448,290919,118322,1
45856,54308,126974,126975,118518,118043,118756,270488,118046,1
3661,1470,117961,118343,119195,118777,279443,308574,118779,0
75078,84780,120864,121013,121961,118826,174005,118424,118828,1
16790,7520,117961,118343,124725,117905,240983,290919,117908,1
21443,5396,117961,118343,119993,118321,240983,290919,118322,1
40713,1012,117961,118225,119924,118321,117906,290919,118322,1
80101,6222,117961,118052,118746,117905,117906,290919,117908,1
20226,2583,118752,118753,117945,118274,128130,292795,118276,0
31942,21658,117980,118076,118810,120033,275613,19793,120035,1
73815,18438,119170,119171,126745,239003,155701,118467,239004,1
74597,76838,118212,118213,145774,130606,124426,118474,130607,1
19989,27104,117961,118327,118507,118863,127778,118398,118865,1
42093,136171,118725,118726,118631,124419,117897,118424,124421,1
81274,46526,117961,118300,119984,118396,269406,118398,118399,0
36575,14348,118169,118170,118623,117946,144221,292795,117948,1
39883,7284,91261,118026,118202,118321,117906,290919,118322,0
78919,83351,117961,118386,119954,118054,118054,117887,118055,1
27320,4875,120864,121013,121014,120789,171744,118424,120791,1
16768,3526,117961,118225,120323,119093,121698,119095,119096,1
33054,4713,117961,118052,120398,122067,164160,118424,122069,0
40197,17831,117902,117903,121305,128230,302830,4673,128231,1
20897,25289,117961,118386,120361,132692,133764,270488,132694,1
101394,57757,117961,118343,142038,118784,121873,290919,118786,1
75245,13400,117983,117984,117878,117879,117879,19721,117880,1
16116,64710,117961,118446,119408,118777,279443,308574,118779,1
81319,1350,117961,118052,120096,117905,117906,290919,117908,1
45019,86387,117961,118327,4674,118321,117906,290919,118322,1
42376,4135,117890,118102,117878,117879,117879,19721,117880,1
41629,8094,117961,118343,119142,118321,117906,290919,118322,0
16987,5739,117961,118446,118684,118924,140784,118667,118926,1
74754,20126,117961,118386,120677,122067,120065,118424,122069,1
80151,3770,117961,118343,123144,118890,125128,118398,118892,1
73050,5244,117961,118343,119598,118321,240983,290919,118322,1
31906,888,117902,117903,7646,120952,130134,118453,120954,1
26953,2938,117961,118413,122007,118321,117906,290919,118322,1
78842,15768,117961,118225,124449,122297,143193,118331,118899,1
34442,49574,117961,118327,118391,117905,117906,290919,117908,1
32270,141,117961,118225,122273,118321,117906,290919,118322,1
41758,2948,118315,118316,225010,118321,117906,290919,118322,1
20897,29575,117961,117969,120574,117985,249859,19793,117987,1
30999,2942,117961,118343,118700,118784,117906,290919,118786,1
73586,60121,121785,121786,142145,117905,156948,290919,117908,1
20231,4278,117961,118300,120059,118274,135140,292795,118276,1
41913,2163,118219,118220,120694,118777,242184,308574,118779,0
78972,18686,117961,118386,128823,118321,117906,290919,118322,1
73815,41656,118315,118316,120764,118465,291411,118467,118468,1
52367,25,117961,117962,122224,118321,117906,290919,118322,1
14845,16244,117961,118052,120318,118784,117906,290919,118786,0
76860,122272,117961,118225,122273,118321,240983,290919,118322,1
6977,54618,117961,118052,118821,117905,240983,290919,117908,1
20226,2583,118752,119070,118754,119885,118806,118474,119887,1
34628,16569,117961,118327,120559,120988,304465,118643,120989,1
37951,23390,118602,118603,117941,117885,119621,117887,117888,1
7543,2983,117961,118343,118700,118321,117906,290919,118322,1
44944,15904,117961,118052,118053,118636,121809,118638,118639,1
40237,102232,91261,118026,118027,119004,120093,119006,119007,1
24902,16225,119062,119091,143531,120690,127922,290919,120692,1
75213,44062,117961,117962,118910,118784,117906,290919,118786,1
75901,3966,117961,118343,122012,117905,240983,290919,117908,1
31825,5201,117961,118343,118979,307024,159672,118331,118332,1
14570,13278,118219,118220,118221,117879,117879,19721,117880,1
75834,4500,117961,118052,118881,118321,240983,290919,118322,1
79092,57580,118169,118170,118450,118636,131394,118638,118639,1
28375,1350,117961,118052,120096,117905,117906,290919,117908,1
79121,15542,117961,118300,118395,123067,300044,118398,123068,1
27348,4704,117961,118300,120026,119433,133686,118424,119435,1
42093,1540,117961,118343,123125,118536,118536,308574,118539,1
6670,4468,117961,118413,119968,117905,117906,290919,117908,1
80186,6699,117961,118343,119993,117905,117906,290919,117908,1
42093,17227,117961,118343,118979,120006,255097,118424,120008,1
80905,4712,117961,118343,118395,123067,269406,118398,123068,1
79069,3838,117961,118225,119924,118321,117906,290919,118322,1
25993,25293,117961,118386,128823,118321,117906,290919,118322,1
70504,7370,117961,118413,118481,117905,128528,290919,117908,1
15064,18021,117876,117877,118810,117985,134123,19793,117987,1
74968,1325,117961,117962,118910,117905,117906,290919,117908,1
7543,76568,117961,118386,118522,118321,117906,290919,118322,0
15702,1938,117961,118300,118066,120560,304465,118643,120562,1
40997,8435,117961,118225,124449,122129,150283,121916,122131,1
37734,144107,118090,118091,119424,179731,62587,117887,117973,1
78002,23347,117961,118052,119408,118777,279443,308574,118779,1
45904,7525,117961,118225,120551,118321,117906,290919,118322,1
79121,5252,119134,119135,118979,120006,310608,118424,120008,1
19666,22832,117961,117969,19666,118054,128999,117887,118055,1
4675,6021,117961,118413,122007,118451,130134,118453,118454,1
39631,18080,117961,119256,120943,126684,280788,292795,126685,1
89850,56565,117961,118327,122109,120172,230830,290919,120173,1
32270,7434,117961,118343,118514,117905,117906,290919,117908,1
74754,51780,118555,118178,119107,118995,241251,292795,118997,1
78185,15683,117961,118300,118957,118777,279443,308574,118779,1
75665,96999,119691,119692,118635,131795,117906,119695,131797,1
116739,17835,117961,118225,118403,121594,170665,4673,121596,1
15714,2544,121005,121006,117945,280788,187136,292795,119082,1
75834,5244,117961,118343,119598,120497,133686,118424,120499,1
38704,50642,117893,117894,117895,117896,117897,117887,117898,1
34434,3966,117961,118343,122012,117905,117906,290919,117908,1
42085,5143,117961,118343,123125,118636,310589,118638,118639,1
42710,51756,118256,118257,117945,118274,118806,292795,118276,1
80985,58414,117902,117903,120059,118636,310589,118638,118639,1
79363,70264,117961,118343,118437,118523,311622,118331,118525,1
45337,52735,117961,118052,120356,122067,127906,118424,122069,1
97516,6454,117961,118343,118856,117905,117906,290919,117908,1
27323,60019,117943,117944,118575,259173,298522,292795,118943,1
78293,139593,118169,118170,119781,130479,164072,119784,130481,1
33248,4857,117961,118343,119598,118834,127160,118424,118836,1
35429,22458,117961,117962,120677,307024,306404,118331,118332,1
43316,3838,117961,118225,119924,118321,118448,290919,118322,0
34498,2694,118887,118888,118458,120344,217919,118424,120346,1
75901,1467,117961,118343,118833,118834,127160,118424,118836,1
37793,20432,117890,117891,117878,117899,123862,19721,117900,1
45904,4403,118315,118316,129128,119849,126747,118638,119851,0
26986,1043,120140,120141,120559,122269,306399,118643,122271,1
20351,1810,117961,118327,120559,117905,117906,290919,117908,1
75078,49696,117961,118052,120096,118321,117906,290919,118322,1
91176,7265,117961,118343,119598,118321,240983,290919,118322,1
74883,1539,117961,118225,121716,118777,279443,308574,118779,1
20364,48956,117961,118052,120356,118054,118054,117887,118055,1
42085,2260,117961,118343,119598,118834,133686,118424,118836,1
25993,18330,117935,117936,117878,117879,117879,19721,117880,1
18378,4659,117961,118225,120663,118784,147114,290919,118786,0
32642,15503,118573,118574,118042,118043,139383,270488,118046,0
25993,70692,118315,118316,118202,118321,117906,290919,118322,1
189629,16922,117961,117962,118501,118784,124402,290919,118786,1
20299,27508,117929,117940,117920,117879,117886,19721,117880,1
25744,1030,117961,118343,120722,124435,127527,118363,124436,1
20279,14869,11146,118491,118599,179731,137910,117887,117973,1
6960,36144,117961,118300,124816,118685,126297,308574,118687,0
25993,45965,117961,118386,120677,307024,294485,118331,118332,1
44812,7578,117961,118343,120722,118784,117906,290919,118786,1
79092,19839,117961,118300,120722,118685,120316,308574,118687,1
17825,71215,117961,118386,118404,118784,118785,290919,118786,0
32270,3077,117961,118300,120312,118361,118362,118363,118364,1
972,5030,117961,118343,120126,119433,133686,118424,119435,1
43876,50208,118079,118080,117878,117879,304519,19721,117880,1
33980,53348,117961,117969,118970,118396,269406,118398,118399,1
34613,3722,117961,118300,120059,118636,124718,118638,118639,1
17308,21556,118006,118007,117941,117899,117897,19721,117900,1
80192,1334,117961,117962,118910,119949,230830,290919,119951,1
75834,5524,117961,118343,118514,117905,117906,290919,117908,1
31200,770,117961,118343,119181,118451,130134,118453,118454,1
25269,5730,117961,118446,118833,120578,120579,118762,120580,1
6690,3000,117961,118225,120551,117905,117906,290919,117908,1
75834,4533,117961,118343,118700,118321,117906,290919,118322,1
37352,16589,119920,119921,137107,117905,117906,290919,117908,1
4675,240,117961,118386,118404,117905,117906,290919,117908,1
45862,60085,117932,117933,117878,117879,117879,19721,117880,1
1937,6217,117961,118327,118328,120765,120765,118467,120767,1
40304,4903,118290,118291,118825,118980,184350,118295,118982,1
189629,2373,117961,117962,118501,118685,131444,308574,118687,1
90529,6071,117961,118413,122007,118321,117906,290919,118322,1
23862,14731,117961,118446,118447,119346,302830,4673,119348,1
7543,16974,117961,118300,119181,118321,118448,290919,118322,1
75901,4953,117961,118343,119598,120344,310997,118424,120346,1
38752,4362,117961,118343,126955,118777,279443,308574,118779,1
42093,17575,91261,118026,119362,119363,307210,118667,119365,1
29100,16850,117961,118225,119238,122849,149223,119095,122850,1
78422,15894,117961,118052,120304,307024,311622,118331,118332,1
25274,55556,117961,118052,118979,118278,117906,290919,118279,1
19272,56193,117961,118300,120410,118321,117906,290919,118322,1
77951,96511,117922,117923,118810,122927,121125,118131,122929,1
20897,17856,117961,117962,118673,123400,143238,19793,123402,0
74754,24926,91261,118026,118229,273308,120072,249618,118232,1
32270,5113,117961,118300,119890,120497,258776,118424,120499,1
27750,3949,117961,117962,118352,118777,279443,308574,118779,1
33423,16643,119134,119135,118701,118702,151166,118704,118705,1
16633,5143,117961,118343,123125,119849,244844,118638,119851,1
4675,4620,117961,118300,119195,117905,117906,290919,117908,1
41312,15409,117943,117944,117945,118274,207240,292795,118276,0
41825,10386,118269,118270,117878,117879,117913,19721,117880,1
80556,21867,117961,118052,123144,118396,300044,118398,118399,1
25993,7491,117961,118300,119181,118784,118785,290919,118786,1
37260,18753,117890,118102,117878,117899,123862,19721,117900,1
32634,18040,117961,118300,118783,118321,117906,290919,118322,1
73756,5730,117961,118446,118833,120578,137493,118762,120580,1
16260,36144,117961,118300,124816,118685,126297,308574,118687,1
40456,1915,117961,118300,119181,149228,149229,118643,149230,1
45494,5507,117961,118413,120370,118321,130817,290919,118322,1
17308,22458,117961,117962,120677,307024,306404,118331,118332,1
34431,69226,91261,118026,118746,118451,126309,118453,118454,1
20271,60181,117916,118011,117884,117885,117913,117887,117888,1
23096,22522,119596,119597,119136,119137,122050,118474,119139,1
708,2409,117961,117962,117904,127782,123170,290919,127783,1
22480,30533,91261,118026,119507,123045,123107,120518,123047,1
44944,15886,117961,118052,120356,122067,237245,118424,122069,1
26399,22800,117961,118343,119796,118636,185784,118638,118639,1
75078,23136,117961,118386,121961,118321,117906,290919,118322,1
1095,7454,117961,118413,122007,118321,117906,290919,118322,1
32270,46511,117961,118300,118597,118054,120514,117887,118055,1
4675,7253,117961,118225,118403,118321,117906,290919,118322,1
1020,52417,117961,117962,118791,120647,311441,118398,120649,1
34748,1222,117961,118327,120171,120647,256168,118398,120649,1
77945,45964,117961,118386,118896,125793,125794,118643,125795,1
95247,50690,118269,118270,117878,118568,118568,19721,118570,1
838,1915,117961,118300,119181,149228,149229,118643,149230,1
74310,7578,117961,118343,120722,118784,117906,290919,118786,1
6155,67326,117910,117911,117912,118568,198040,19721,118570,1
42873,4590,117961,118343,118395,123067,269406,118398,123068,1
15064,26615,117961,117969,19666,179731,118394,117887,117973,1
917,1030,117961,118343,120722,124194,147669,118363,124196,1
33248,4838,117961,118343,120126,118834,133686,118424,118836,1
80940,54618,117961,118343,118821,118321,117906,290919,118322,1
15716,58416,117902,118041,117945,280788,280788,292795,119082,1
33148,46170,118290,118291,118889,121527,307233,118398,121529,1
32270,4728,117961,118343,123125,118685,120316,308574,118687,1
6977,3032,118212,118213,123201,117905,125206,290919,117908,1
80551,5524,117961,118343,118514,118321,290919,290919,118322,1
45378,79111,117961,118343,119945,119928,231633,118331,119929,1
34869,94844,117961,117969,121617,124799,124800,121620,124801,1
23096,19987,117961,118225,118403,118054,118054,117887,118055,1
26437,69566,117893,117894,117895,117885,117913,117887,117888,1
3853,4565,117961,118386,121961,117905,117906,290919,117908,1
17308,3281,117961,118225,119238,122849,120324,119095,122850,1
41400,13857,118212,118580,118360,120632,120633,118131,120634,1
20349,2068,117980,118076,131868,128093,276422,119184,128095,1
15064,25937,117961,119256,123675,179731,123676,117887,117973,1
79092,13871,117961,118300,118514,118321,117906,290919,118322,1
4675,770,117961,118300,118437,118054,118054,117887,118055,1
42093,15887,117961,118052,120356,126516,126517,118612,126518,1
18418,25631,117961,118343,120291,118422,144350,118424,118425,1
38717,19986,117961,118225,118403,120773,136187,118960,120774,1
16297,26320,117961,118327,118391,118321,118448,290919,118322,1
29265,2296,117961,118413,277693,123737,127475,118960,123738,1
14666,14455,118006,118007,117941,117899,117897,19721,117900,1
45013,3116,117961,118300,147589,118054,118054,117887,118055,1
35190,5360,117961,118446,120317,117905,117906,290919,117908,1
1020,50801,117902,117903,277693,120773,118959,118960,120774,1
38237,47104,117890,117891,117878,117879,117879,19721,117880,1
42085,5001,117961,118300,123007,118826,257115,118424,118828,1
26360,18450,117961,118052,118821,117905,240983,290919,117908,1
16116,13828,117961,118300,121977,120647,311441,118398,120649,1
74638,5490,117961,117962,5488,120560,304465,118643,120562,1
38800,185,119134,119135,118575,118172,307446,249618,118175,1
33054,5242,117961,118343,120671,121469,125853,118424,121471,1
75834,13874,117961,118446,120368,117905,117906,290919,117908,1
23096,55064,126918,126919,118042,118043,146409,270488,118046,1
42441,18213,117961,118386,118692,118451,200947,118453,118454,1
4675,55743,117961,118300,28618,120690,127922,290919,120692,1
25103,7076,117961,118225,120041,119093,124352,119095,119096,1
100037,2294,117902,117903,118783,117905,118036,290919,117908,1
74236,1331,117961,118225,118403,118784,117906,290919,118786,1
31450,18686,117961,118386,121883,118321,117906,290919,118322,1
32270,17227,117961,118343,123476,118980,301534,118295,118982,1
39324,42034,117961,118386,118522,118784,147114,290919,118786,1
80154,858,117961,118327,118529,118777,279443,308574,118779,1
15720,6199,117961,118225,120663,118321,117906,290919,118322,1
42968,17561,91261,118026,118202,118259,118260,290919,118261,1
28294,52735,117961,118052,120677,122067,127906,118424,122069,1
41660,8283,117961,118052,118933,118321,117906,290919,118322,1
18277,6299,117961,117962,118501,117905,117906,290919,117908,1
45815,21869,117961,118327,118507,118396,158043,118398,118399,1
38205,58078,118185,31010,117912,117885,117913,117887,117888,0
81360,8150,117961,118386,119954,119962,168365,118205,119964,1
45801,7539,117961,118343,119987,117905,117906,290919,117908,1
32270,4763,117961,118300,118395,118396,269406,118398,118399,1
20897,19655,117961,117969,121617,131849,233245,121620,131851,0
3853,7491,117961,118300,119181,118321,117906,290919,118322,1
43714,56744,117961,118386,118635,118636,310589,118638,118639,1
44977,50015,117961,118343,119598,120344,310997,118424,120346,1
14570,20648,118219,118220,117941,117879,154842,19721,117880,1
37807,12260,117926,118124,117884,117885,117913,117887,117888,1
25098,2371,117961,117962,118501,118502,308462,118504,118505,1
18418,17243,117961,118300,120026,120344,311360,118424,120346,1
1098,6993,117961,118343,118514,118321,290919,290919,118322,1
108216,59043,117961,118343,118514,117905,117906,290919,117908,1
26391,6454,117961,118343,118856,117905,117906,290919,117908,1
28834,1443,117961,118343,120722,118321,117906,290919,118322,0
30574,2109,118219,118220,120694,124886,215880,118643,124888,1
23179,5504,117961,118300,118514,118784,171184,290919,118786,1
41385,310697,117961,118343,118856,118321,117906,290919,118322,1
41758,41759,118315,118463,119214,118321,150358,290919,118322,1
34076,2705,122880,122974,117945,117946,117946,292795,117948,0
39953,5504,117961,118300,118514,118685,132642,308574,118687,1
39331,58719,117961,118386,119954,119962,168365,118205,119964,1
20289,17146,118120,118121,117884,117885,117913,117887,117888,1
20364,119074,118163,119075,119076,118834,311236,118424,118836,1
27287,25264,117961,118327,122109,118685,279443,308574,118687,1
25536,1915,117961,118300,119181,149228,149229,118643,149230,1
39401,26321,117961,118327,118320,118784,240983,290919,118786,1
14354,56606,118079,118080,117878,117879,118177,19721,117880,1
7543,4055,117961,118343,120722,118361,118362,118363,118364,1
80457,7398,117961,118225,119924,118321,117906,290919,118322,1
16767,13441,117961,118225,122870,118207,279443,270488,118209,1
278393,769,117961,118343,120722,118636,277718,118638,118639,1
77425,4638,117961,118343,119987,117905,117906,290919,117908,1
80555,770,117961,118343,119181,118451,130134,118453,118454,1
42135,9959,118742,118743,117920,118568,127564,19721,118570,1
75901,49484,117961,118300,119890,118054,119601,117887,118055,1
25993,20578,120864,121013,121014,121015,140512,119006,121017,1
40438,17640,117961,118052,118881,119962,168365,118205,119964,1
75047,71171,117961,118386,123844,118321,117906,290919,118322,1
79889,17514,117961,118343,121747,118321,117906,290919,118322,1
23921,4026,117961,118300,118301,118834,127729,118424,118836,1
5606,13278,118219,118220,118221,117885,117886,117887,117888,1
15369,2946,117961,118343,119796,118685,120316,308574,118687,1
4675,724,117961,118300,119181,117905,117906,290919,117908,1
70452,82284,118953,118954,117884,117879,117886,19721,117880,1
42031,71387,117961,118386,118522,118784,118785,290919,118786,1
6977,4659,117961,118225,120663,118784,147114,290919,118786,1
917,4740,117961,118446,124170,123067,300044,118398,123068,1
94683,54684,117961,117962,118910,118536,279443,308574,118539,1
26437,65175,117993,117994,117895,117896,117913,117887,117898,1
70453,13201,117951,117952,117941,117885,117886,117887,117888,1
20897,94844,117961,117969,121617,124799,124800,121620,124801,1
22947,14638,117961,118052,118992,118784,117906,290919,118786,0
79329,1530,117961,118300,119984,118890,311441,118398,118892,1
42093,119074,118163,119075,119076,118834,311236,118424,118836,1
76436,3471,118169,118170,118042,118563,311839,270488,118565,1
74969,17209,117961,118052,123144,118396,310598,118398,118399,1
42347,19623,117961,118225,118403,117905,117906,290919,117908,1
278393,5210,117961,118343,119598,118834,133686,118424,118836,1
16174,14638,117961,118052,118992,118784,117906,290919,118786,0
25753,5666,122880,122974,117945,117946,149568,292795,117948,1
33150,1915,117961,118300,119181,118784,117906,290919,118786,1
79344,5244,117961,118343,119598,117905,117906,290919,117908,1
34628,1810,117961,118327,118529,117905,117906,290919,117908,1
71910,5244,117961,118343,119598,118321,240983,290919,118322,1
20351,19718,117961,117962,119223,122269,122270,118643,122271,1
35897,80413,118163,118164,117878,117879,117879,19721,117880,1
61234,17561,91261,118026,118202,118259,118260,290919,118261,1
75834,6047,117961,118413,120370,118321,117906,290919,118322,1
75078,71401,91261,118026,118202,118321,117906,290919,118322,1
44428,1541,117961,118225,123173,120812,123174,118638,120814,1
39421,23125,130570,119256,119136,119137,253658,118474,119139,1
24016,25558,117961,118052,120398,307024,311622,118331,118332,1
23861,7338,117961,118225,118616,117905,240983,290919,117908,1
78529,54308,126974,126975,118518,118043,118756,270488,118046,1
106306,16922,117961,117962,118501,117905,240983,290919,117908,1
37793,55632,117890,117891,117878,117899,155398,19721,117900,1
78311,110921,117932,117933,117878,216825,121386,19721,216827,1
20226,43398,118752,118753,119121,280788,280788,292795,119082,1
6977,4566,119062,119091,118992,118028,117906,117887,118030,0
18072,13441,117961,118225,122870,118207,279443,270488,118209,0
37709,21593,117926,118266,117941,117885,117913,117887,117888,1
26917,19642,117961,118413,118481,118321,118448,290919,118322,1
79092,6982,117961,118300,118783,118784,213944,290919,118786,1
42085,5717,117961,118343,124725,118321,117906,290919,118322,1
82277,7278,91261,118026,118202,118321,117906,290919,118322,1
28834,16855,117961,118225,120041,119093,120042,119095,119096,1
1281,1249,117961,117962,118910,118368,118368,117887,118486,1
3853,7615,117961,118300,120059,121469,128942,118424,121471,0
111709,17759,117961,118413,122007,118685,120316,308574,118687,1
40590,3113,117961,118343,119598,119433,127160,118424,119435,1
42914,2078,118216,118587,117920,128093,139264,119184,128095,0
74995,56199,117961,118052,118881,118321,117906,290919,118322,1
28149,49655,117961,118446,122550,118784,117906,290919,118786,1
42085,59000,118181,118182,117941,117879,117897,19721,117880,0
23497,4145,117961,118300,120026,119433,133686,118424,119435,1
36392,7491,117961,118300,119181,118784,118785,290919,118786,1
21751,205,117961,118386,118746,118321,240983,290919,118322,0
37807,61244,118003,118004,117878,117879,117879,19721,117880,1
40867,7551,117961,118052,118867,118784,118785,290919,118786,1
23921,3623,117961,118343,121747,307024,306404,118331,118332,1
20351,100,120140,120141,142145,117905,156948,290919,117908,1
40237,87910,91261,118026,118027,118451,126309,118453,118454,1
44912,25813,117961,118300,119181,118841,118842,118643,118843,1
4675,17669,117961,118300,118514,117905,117906,290919,117908,1
78002,7069,117961,118386,123844,118784,121926,290919,118786,1
5764,81307,131853,131854,128350,128351,128352,118347,128353,1
38268,54419,117926,118266,117884,117879,117886,19721,117880,1
74302,74303,117961,118327,118378,118054,118443,117887,118055,1
35376,28275,118315,118463,123089,118321,128796,290919,118322,1
84797,17214,117961,118225,120535,123067,169986,118398,123068,1
33054,2395,117961,118300,123055,118054,118054,117887,118055,1
76429,84891,120342,120343,118631,118321,311778,290919,118322,1
34808,3486,118752,119070,118042,118043,118043,270488,118046,1
28897,7011,117961,118052,120685,118321,117906,290919,118322,0
36306,3889,117961,118386,121668,117905,117906,290919,117908,1
81316,50967,118990,118991,118992,118259,118260,290919,118261,1
79299,17733,117961,118300,119984,120647,311441,118398,120649,1
41580,4698,117961,117962,118352,117905,117906,290919,117908,1
43750,5899,117961,118327,120318,118641,240982,118643,118644,1
15064,52007,117961,117962,118910,118054,118368,117887,118055,1
45300,4031,117961,118300,120026,118422,239205,118424,118425,1
27230,49850,117961,118413,122007,117905,118260,290919,117908,1
13878,50495,117910,117911,117941,118568,142278,19721,118570,1
42041,20447,117961,118225,120283,118890,133249,118398,118892,0
20364,4950,117961,118343,118911,118826,257115,118424,118828,1
6960,3883,117961,118343,119987,118784,118785,290919,118786,1
21307,7426,117961,118225,119238,122849,120324,119095,122850,1
79121,3648,117961,118300,118631,126869,283548,118295,126870,1
34516,30471,118595,118596,118701,119587,287145,118704,119589,1
45634,1550,117961,118225,123173,118054,120716,117887,118055,1
74463,17652,120864,120865,171098,118702,194774,118704,118705,1
79273,13812,117961,118225,118320,120690,120691,290919,120692,1
23842,221,117961,118413,120370,118321,117906,290919,118322,1
23968,4084,117961,118052,118992,118321,240983,290919,118322,0
36112,8698,120864,120865,119824,117905,117906,290919,117908,1
18072,17059,117902,118041,117945,259173,191237,292795,118943,1
79092,770,117961,118300,119181,128230,302830,4673,128231,1
80799,3889,117961,118386,121668,117905,117906,290919,117908,1
35526,3936,117943,117944,117945,280788,177795,292795,119082,1
94746,44022,117961,117962,122215,127782,130085,290919,127783,1
