age,attrition_raw,business_travel,department,distance_from_home_km,education_level,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,overtime_flag,pct_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,voluntary_exit_flag,salary_band,seniority_level,performance_score,bonus_pct,promotion_eligibility,overtime_hours_per_month,attrition_risk_score,skill_rating,total_annual_compensation,remote_work_pct,work_life_score,burnout_index,manager_rating,peer_rating,overall_360_score,team_size,career_advancement_score
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,1,No,13,4,1,7,2,7,6,5,0,0,Band_2,Junior,2.47,4.38,0,0,0.73,2.31,36644,42.1,4.55,0.51,3.4,3.8,3.17,8,0.41
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,14,4,1,3,2,3,1,0,2,0,Band_2,Junior,1.67,3.6,0,22,2.479,2.17,34216,49.6,3.27,2.57,4.01,2.38,2.54,11,1.77
18,Yes,Non-Travel,Research & Development,8,1,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,1,No,12,4,0,0,0,0,0,0,0,1,Band_1,Junior,1.8,4.54,0,0,0.951,1.0,24297,53.5,4.03,0.84,3.4,2.33,2.6,8,1.86
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,2,Sales Executive,1,Single,8224,0,Yes,17,1,0,6,3,5,2,0,3,1,Band_5,Junior,2.2,4.95,0,15,3.44,2.78,103876,11.8,3.0,3.01,1.77,3.42,2.51,14,1.9
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,1,1,6,4,1,0,0,0,0,Band_3,Junior,2.33,5.26,0,10,1.304,2.87,59133,52.8,3.69,1.96,1.0,3.47,2.39,9,1.51
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,1,No,12,3,1,2,5,2,2,2,2,1,Band_2,Junior,2.47,6.15,0,0,0.984,2.84,35340,34.7,3.12,1.42,3.21,3.45,3.18,9,0.4
37,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,2,9,2,6,2,1,3,0,Band_4,Junior,1.67,3.09,0,0,1.118,1.98,71883,44.0,3.9,0.92,3.37,2.26,2.68,8,0.93
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,1,No,13,3,1,4,0,4,2,2,2,0,Band_1,Junior,1.4,2.89,0,0,0.441,1.74,32239,44.7,3.91,0.58,3.21,2.12,2.32,10,0.69
34,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5714,1,No,20,1,0,6,3,6,5,1,3,0,Band_4,Junior,4.2,10.19,1,0,1.111,1.91,76737,6.1,2.75,1.99,1.77,2.89,2.98,15,3.01
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,3,1,Human Resources,3,Single,4323,1,No,17,2,0,6,2,5,4,1,4,0,Band_3,Junior,2.07,3.06,0,0,0.968,2.54,55152,33.6,2.44,1.86,2.69,3.27,2.48,7,1.03
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,1,No,13,1,1,11,3,11,8,3,10,1,Band_5,Mid,1.8,6.77,0,0,2.228,2.08,98160,13.1,2.17,1.7,2.33,2.32,2.18,17,0.31
40,No,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,3,Research Director,3,Single,13499,9,No,17,3,0,20,3,18,7,2,13,0,Band_6,Mid,2.2,7.0,0,0,1.394,3.23,178291,48.1,3.29,1.65,4.06,3.69,3.23,13,1.23
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,13758,0,Yes,12,2,0,22,2,21,9,13,14,1,Band_6,Senior,2.07,9.93,0,22,3.909,2.8,185525,6.6,2.04,3.36,3.3,3.43,2.93,15,0.67
42,No,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,2,Sales Executive,1,Single,5155,7,No,13,4,0,9,3,6,4,1,5,0,Band_4,Junior,2.2,6.12,0,0,2.103,2.81,66039,2.1,4.03,1.17,4.39,3.43,3.34,15,1.64
35,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,1,Laboratory Technician,3,Married,2258,6,No,12,2,1,10,2,8,0,1,7,0,Band_1,Junior,1.67,4.61,0,0,0.458,2.65,30026,53.8,4.03,0.51,2.95,2.67,2.47,11,0.97
24,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,8,No,22,4,0,6,2,4,3,1,2,0,Band_2,Junior,4.07,8.81,1,0,2.104,2.21,47752,47.8,3.95,0.56,4.01,3.07,3.74,9,3.02
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,1,Yes,11,4,0,1,4,1,1,0,0,1,Band_1,Junior,2.33,5.94,0,18,1.703,1.97,30845,36.9,2.56,2.8,3.4,2.92,2.99,10,2.49
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,1,No,22,2,1,8,2,8,7,0,7,0,Band_3,Junior,4.47,9.6,0,0,0.602,2.65,60787,43.5,3.9,1.59,2.95,4.0,3.47,10,2.05
30,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,1,No,18,1,1,10,3,10,3,1,4,0,Band_5,Junior,1.8,5.5,0,0,1.373,2.65,84908,0.0,3.33,1.29,1.89,2.67,2.12,14,1.11
40,No,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,2,Research Scientist,4,Married,4422,3,Yes,13,4,1,16,3,1,1,0,0,0,Band_3,Mid,1.8,5.62,0,23,2.91,2.04,57491,45.3,1.84,3.54,3.4,2.3,2.65,13,1.53
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,10274,2,No,18,2,1,15,2,7,7,6,4,0,Band_5,Mid,1.67,6.74,0,0,1.485,2.31,134804,43.4,4.56,0.5,2.69,2.46,2.49,9,0.75
34,No,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,0,No,20,3,0,14,3,13,9,4,9,0,Band_4,Mid,3.8,10.14,1,0,1.832,2.76,73669,40.4,3.86,0.62,3.87,2.74,3.59,9,2.37
35,No,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,1,No,13,2,1,2,2,2,2,2,2,0,Band_1,Junior,1.67,3.3,0,0,0.0,2.44,30304,57.7,4.75,0.04,2.41,2.54,2.39,8,0.67
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,2,Sales Executive,3,Single,5346,8,No,13,2,0,7,2,4,3,1,3,1,Band_4,Junior,1.27,4.78,0,0,1.822,2.21,67233,0.0,2.67,2.38,2.57,1.74,1.89,13,0.82
32,No,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,1,No,12,3,3,1,3,1,0,0,0,0,Band_2,Junior,2.2,6.11,0,0,1.99,1.74,36746,13.7,3.51,1.17,2.6,2.78,2.51,15,1.73
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,19943,4,No,13,4,1,28,2,5,2,4,2,0,Band_6,Director,2.07,8.77,0,0,1.967,2.54,261155,62.5,4.14,0.44,4.01,3.27,3.17,16,0.06
29,No,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,1,No,13,1,1,10,5,10,8,0,8,0,Band_2,Junior,2.47,5.82,0,0,0.731,2.52,41389,53.6,4.03,1.17,2.22,3.26,2.62,7,2.4
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,2552,1,No,25,3,0,1,4,1,1,0,0,0,Band_1,Junior,4.33,9.36,0,0,2.193,2.27,33509,44.7,3.91,0.92,2.6,3.11,3.26,10,1.71
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,1,7,2,3,2,0,2,0,Band_3,Junior,2.07,4.65,0,20,2.734,2.17,56600,35.9,2.49,3.62,3.21,3.04,2.7,9,1.54
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,1,No,13,2,1,14,2,14,8,3,11,0,Band_4,Mid,1.67,5.16,0,0,0.075,2.56,84937,34.1,3.11,1.1,3.18,2.61,2.35,10,1.1
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3033,1,No,12,1,0,2,2,2,2,1,2,0,Band_2,Junior,1.67,3.82,0,0,1.246,2.14,39046,41.7,3.21,2.03,1.61,2.36,1.92,10,0.75
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,1,Yes,11,3,0,6,4,6,4,0,2,1,Band_2,Junior,2.33,5.28,0,18,2.497,3.04,37964,39.5,3.26,2.35,3.21,3.57,3.01,8,2.02
53,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,5,Manager,3,Divorced,18606,3,No,18,2,1,26,6,7,7,4,7,0,Band_6,Director,2.6,9.18,0,0,0.456,2.94,246906,39.2,3.84,0.63,2.95,3.51,2.95,16,0.69
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,0,Yes,18,1,1,6,2,5,4,1,3,0,Band_1,Junior,1.27,3.13,0,13,1.753,1.64,27020,42.4,2.8,2.7,1.77,1.39,1.41,7,1.09
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,0,Yes,11,2,1,1,5,0,0,0,0,1,Band_2,Junior,2.07,4.02,0,13,1.587,3.07,36905,44.2,3.49,1.92,1.8,2.93,2.29,8,1.2
46,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,17048,8,No,23,1,0,28,2,26,15,15,9,0,Band_6,Senior,4.07,12.57,0,0,1.781,2.98,235978,11.9,3.49,1.19,2.27,3.54,3.37,17,0.99
44,No,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,2,No,13,4,0,6,3,0,0,0,0,0,Band_1,Junior,1.4,3.05,0,0,1.124,2.3,28317,35.1,3.79,0.66,3.4,1.79,2.08,10,1.72
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,1,No,13,4,1,5,2,5,4,1,4,0,Band_2,Junior,2.07,3.55,0,0,0.861,2.24,45591,24.5,3.65,1.42,4.29,3.09,3.0,8,0.89
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,1,1,5,2,1,0,0,0,1,Band_1,Junior,1.67,3.31,0,0,2.551,1.8,26096,43.7,2.57,2.44,1.0,2.15,1.69,8,1.75
30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,8,No,19,3,3,8,3,4,3,0,3,0,Band_3,Junior,2.2,6.7,0,0,2.814,2.74,54330,6.4,3.42,1.23,3.37,3.39,2.8,15,1.47
40,No,Travel_Frequently,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,4327,5,No,12,4,3,5,2,0,0,0,0,0,Band_3,Junior,2.07,5.34,0,0,1.552,2.37,55897,22.7,3.63,1.43,3.4,3.17,2.93,15,1.8
50,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,17856,2,No,22,3,1,32,3,2,2,2,2,0,Band_6,Senior,4.2,11.86,1,0,1.855,2.37,241137,46.9,3.94,0.56,3.21,3.17,3.74,12,2.23
28,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,1,No,12,3,3,6,2,6,5,3,3,0,Band_2,Junior,1.67,3.36,0,0,2.202,2.58,40817,32.1,3.75,0.69,3.37,2.63,2.75,7,0.47
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,5,No,11,1,1,25,2,4,2,0,3,0,Band_6,Director,2.07,8.99,0,0,1.804,1.91,250704,48.3,3.96,0.55,1.77,2.89,2.3,14,1.91
35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,3,Yes,15,4,3,15,2,7,7,1,7,0,Band_5,Mid,2.07,7.65,0,7,3.128,2.61,116947,12.4,3.27,1.72,4.55,3.31,3.4,16,1.3
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,1,No,13,1,1,1,3,1,0,0,0,1,Band_1,Junior,2.2,4.28,0,0,1.937,2.04,27112,44.0,2.57,1.44,1.0,2.97,2.28,10,1.58
33,No,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,1,No,12,1,1,10,3,10,7,0,1,0,Band_3,Junior,2.2,6.65,0,0,1.971,2.65,59673,0.0,2.67,2.04,1.38,3.34,1.97,14,2.43
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,1,No,14,3,1,7,4,7,7,1,7,0,Band_2,Junior,1.53,3.39,0,0,1.636,3.08,35407,59.1,4.1,0.79,3.75,2.26,2.47,10,1.27
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,1,No,13,1,3,10,4,10,7,8,9,0,Band_2,Junior,2.33,4.12,0,0,1.226,3.18,46318,36.4,3.14,1.41,2.27,3.66,2.81,7,0.3
44,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,4541,1,No,25,2,0,20,3,20,11,13,17,0,Band_3,Mid,4.2,9.59,0,0,1.161,3.3,63188,50.3,3.98,0.54,3.4,3.73,3.74,11,0.36
20,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,1,No,17,4,0,2,2,2,1,2,2,0,Band_2,Junior,2.47,6.86,0,0,0.83,2.14,34803,9.6,3.46,1.21,4.01,3.69,3.52,15,0.21
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,2,No,11,3,1,12,3,6,3,1,4,0,Band_5,Mid,2.2,6.18,0,0,0.019,2.81,96733,49.8,3.31,0.97,3.49,3.43,3.02,10,1.07
42,No,Non-Travel,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,7,No,16,1,1,10,3,4,3,0,3,0,Band_4,Junior,2.6,4.59,0,0,1.974,3.04,80616,43.7,4.57,0.16,1.77,4.24,2.82,8,1.69
60,No,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,0,Yes,18,2,1,12,3,11,7,1,9,0,Band_4,Mid,2.6,8.63,0,18,2.233,2.98,70328,12.5,2.91,2.91,3.07,4.2,3.21,13,1.46
32,No,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,1,No,20,3,1,2,2,2,2,2,2,0,Band_2,Junior,3.67,8.05,1,0,2.095,2.14,34948,40.5,3.86,0.95,3.21,2.36,3.05,11,2.4
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,4,Yes,14,4,0,10,2,8,7,0,7,0,Band_4,Junior,2.07,4.98,0,24,2.337,2.05,65331,53.8,3.26,2.35,4.55,2.97,3.14,10,1.77
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,2,Yes,21,3,1,17,2,7,7,7,7,0,Band_5,Mid,3.27,8.02,0,13,2.473,2.31,132787,40.0,3.43,1.96,3.75,1.8,3.03,12,0.39
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,2781,0,No,13,2,1,15,5,14,10,4,10,0,Band_2,Junior,2.47,4.78,0,0,1.097,3.26,39355,46.3,3.93,1.57,3.13,3.71,2.98,10,0.52
40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,7,No,12,2,1,7,2,5,1,1,3,0,Band_5,Junior,1.67,4.61,0,0,1.648,2.24,87094,0.0,4.0,1.19,2.57,2.42,2.32,15,0.98
25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,0,No,14,2,0,5,4,4,3,1,1,0,Band_4,Junior,2.33,6.71,0,0,0.275,2.97,65851,0.0,3.33,1.29,2.18,3.53,2.72,12,1.19
30,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,0,Yes,21,1,1,12,2,11,9,5,7,0,Band_2,Junior,4.07,9.41,1,7,1.607,2.45,48358,45.4,3.7,1.11,2.15,3.21,3.27,7,2.57
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,13191,3,Yes,17,3,0,20,6,1,0,0,0,0,Band_6,Mid,2.6,6.93,0,24,5.0,3.64,170246,47.9,3.18,3.41,2.6,3.94,2.87,13,1.81
35,No,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,4,Yes,11,2,1,16,6,13,2,4,12,0,Band_5,Mid,2.2,6.54,0,24,2.276,3.16,135837,0.0,1.89,3.57,3.22,2.98,2.59,13,0.71
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,1,Yes,14,4,2,9,3,9,7,6,8,0,Band_1,Junior,2.2,3.94,0,16,3.996,2.62,29862,49.0,2.79,3.2,4.62,3.32,3.38,10,0.01
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,7,No,17,1,1,33,2,5,4,1,4,0,Band_5,Senior,2.07,7.09,0,0,0.656,2.54,135113,38.4,2.5,1.49,1.89,3.27,2.71,12,1.07
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,1,No,13,4,1,10,5,10,5,7,7,0,Band_1,Junior,2.87,5.94,0,0,0.521,2.52,28542,55.2,4.05,1.49,4.55,3.92,3.92,11,0.47
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,1859,1,Yes,25,2,0,1,2,1,1,0,0,1,Band_1,Junior,3.67,7.73,0,5,2.44,2.1,24823,42.2,4.39,1.56,1.8,2.34,2.55,11,2.0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,1,No,15,1,3,3,5,3,2,1,2,0,Band_3,Junior,2.47,5.39,0,0,0.375,2.87,49730,36.0,3.8,1.65,1.61,3.47,2.52,9,1.06
54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,3,No,14,1,0,36,2,10,9,0,9,0,Band_6,Director,2.07,8.85,0,0,0.0,2.42,235536,45.6,3.92,0.58,2.27,3.2,2.57,15,2.01
31,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,1,Yes,12,4,0,6,2,6,5,0,1,0,Band_5,Junior,2.07,5.04,0,26,4.135,1.98,87153,37.7,2.32,3.4,3.78,2.93,2.76,9,2.2
31,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,1,No,19,2,0,10,2,10,9,1,8,0,Band_5,Junior,1.67,3.32,0,0,2.615,2.42,86155,55.2,4.05,0.83,3.02,2.53,2.56,9,1.06
59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,5,No,17,4,0,13,2,6,1,0,5,0,Band_4,Mid,1.67,6.22,0,0,0.485,2.28,66317,8.0,3.44,1.22,4.39,2.44,2.83,17,2.0
43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,3,No,14,2,1,25,2,8,7,0,7,0,Band_6,Director,1.27,7.54,0,0,0.534,2.35,257919,43.8,3.9,0.92,2.95,1.82,2.01,14,1.92
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,18711,2,No,13,3,1,23,2,1,0,0,0,0,Band_6,Director,1.67,7.39,0,0,1.222,1.8,240752,49.7,4.64,1.12,2.6,2.15,2.14,17,1.9
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,1,No,12,3,0,12,2,11,10,0,7,0,Band_3,Junior,2.07,4.71,0,0,1.522,2.45,50325,37.0,3.15,1.4,3.75,3.21,3.14,10,2.0
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,5,No,11,3,0,7,4,1,0,0,0,0,Band_1,Junior,2.73,5.97,0,0,0.998,2.27,33211,34.7,3.12,1.09,2.6,3.77,2.91,11,2.19
27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,1,No,11,2,3,5,2,5,3,0,3,0,Band_1,Junior,2.07,4.44,0,0,0.97,1.94,33059,48.3,3.96,1.55,2.57,2.9,2.29,10,2.41
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,1,Yes,11,2,2,6,2,6,0,1,0,0,Band_5,Junior,2.07,5.3,0,9,1.084,2.28,84943,36.2,3.51,1.68,1.8,3.11,2.33,11,1.22
48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,6,No,12,3,0,25,3,1,0,0,0,0,Band_6,Director,1.8,8.12,0,0,0.0,2.34,237756,36.2,4.47,0.22,2.6,2.48,2.04,15,2.17
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,16124,3,No,14,2,2,9,2,7,7,1,7,0,Band_6,Mid,1.67,6.19,0,0,0.0,2.31,207203,51.7,3.34,0.95,2.95,2.46,2.32,11,0.65
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,0,No,17,4,0,2,5,1,0,0,0,0,Band_2,Junior,2.87,6.11,0,0,1.924,2.8,32870,49.2,3.3,1.31,3.4,4.09,3.56,8,1.43
44,No,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,18213,7,No,11,3,1,26,5,22,9,3,10,0,Band_6,Director,2.47,10.73,0,0,1.394,3.54,248064,0.0,3.33,1.62,3.93,3.88,3.47,18,0.96
33,No,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,0,Yes,14,4,2,10,3,9,8,0,8,0,Band_5,Mid,2.6,8.68,0,20,2.302,3.22,111423,3.0,2.73,2.47,4.62,4.35,3.96,13,2.04
19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,4,0,1,2,1,0,0,1,0,Band_2,Junior,2.47,4.83,0,20,2.514,2.1,37275,37.8,3.18,2.85,3.78,3.67,3.36,8,1.73
23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,1,No,22,4,1,1,2,1,0,0,1,0,Band_1,Junior,4.07,8.41,0,0,0.734,1.8,16640,59.2,4.1,0.46,3.78,2.82,3.88,11,1.37
25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,1,Yes,14,4,0,1,4,1,0,1,0,1,Band_1,Junior,1.53,5.05,0,7,1.652,1.97,15000,15.2,3.3,1.7,3.4,1.59,2.13,15,1.14
26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,1,Yes,20,2,0,8,2,8,5,2,2,0,Band_2,Junior,4.07,9.07,0,14,1.35,2.05,40020,41.6,2.75,2.45,2.41,2.97,3.21,10,1.29
45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,18824,2,Yes,16,1,0,26,2,24,10,1,11,1,Band_6,Director,1.27,8.49,0,10,2.286,2.91,250703,12.6,3.17,2.62,2.38,2.16,1.87,18,1.89
55,No,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,1,Yes,15,4,1,34,3,33,9,15,0,0,Band_6,Director,1.8,8.93,0,27,2.999,2.85,184756,34.2,2.91,2.75,3.4,2.79,2.77,15,1.3
21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,1,No,20,3,0,2,2,2,2,2,2,1,Band_2,Junior,3.67,8.51,0,0,1.774,1.84,36069,39.6,2.51,2.48,3.21,2.18,3.05,10,0.62
46,No,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,2,No,14,3,1,26,2,11,4,0,8,0,Band_6,Director,1.67,10.37,0,0,1.575,2.15,252836,8.8,3.45,0.88,3.82,2.37,2.84,17,1.88
34,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,0,Yes,12,4,0,4,3,3,2,0,2,0,Band_3,Junior,2.2,6.55,0,20,3.332,2.4,59480,11.6,2.84,2.73,4.01,3.18,3.06,15,1.86
51,No,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,4,Yes,24,1,1,31,5,29,10,11,10,0,Band_6,Director,4.47,16.33,1,6,1.621,3.78,283996,7.2,2.57,1.78,2.33,4.02,3.75,21,3.47
59,No,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,6,No,12,4,0,25,6,9,7,5,4,0,Band_5,Mid,2.6,6.2,0,0,0.734,3.62,135975,47.0,3.28,0.99,4.29,3.93,3.66,13,0.39
34,No,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,4,No,13,3,2,15,2,11,8,5,10,0,Band_3,Mid,2.07,5.85,0,0,2.525,2.45,60304,45.6,4.59,0.48,3.93,3.21,3.06,9,0.42
28,No,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,0,Yes,11,3,0,5,2,4,2,0,2,0,Band_1,Junior,2.07,4.08,0,11,1.297,2.51,27620,43.7,2.88,1.86,3.21,3.25,2.89,11,2.15
44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,1,No,14,4,2,26,4,25,9,14,13,0,Band_6,Director,2.73,10.48,0,0,2.287,3.11,260157,42.6,3.22,1.36,4.86,4.28,3.97,16,1.08
34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,4,No,11,4,2,14,5,10,9,1,8,0,Band_3,Mid,2.07,4.72,0,0,1.562,3.12,60421,26.6,4.34,0.64,4.62,2.96,3.27,8,0.92
